name,rating,reviews,industry,location,highly_rated,critically_rated
Sundyota Numandis Pharmaceuticals,3.9,150,Pharma,Ahmedabad +27 other locations,"Skill Development / Learning, Company Culture, Job Security",
Amity International School,3.9,150,Education & Training,New Delhi +17 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Pioneer e Solutions,3.5,150,IT Services & Consulting,New Delhi +36 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Data Bridge Market Research,2.8,150,Analytics & KPO,Pune +4 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Hykon,4.4,150,Electronics Manufacturing,Thrissur +14 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Interactive Avenues,3.2,150,Marketing & Advertising,Mumbai +6 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Manipal HealthMap,3.9,150,Healthcare,New Delhi +37 other locations,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Petroexcel Technology Services,3.4,150,Oil & Gas,Vadodara +10 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Vortex Engineering,3.9,150,IT Services & Consulting,Chennai +25 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
DDB Mudra Group,3.5,150,Marketing & Advertising,Mumbai +25 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
MathWorks,3.8,150,Software Product,Bangalore / Bengaluru +5 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Wyzmindz Solutions,3.1,150,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Trinity Touch,4.4,150,Electrical Equipment,Faridabad +13 other locations,"Work Life Balance, Company Culture, Job Security",
Garuda Power,3.1,150,Industrial Machinery,Kolkata +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Amity International School,3.9,150,Education & Training,New Delhi +17 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Rorito International,3.9,150,Other,Chennai +36 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Continental Carbon India,3.8,150,Chemicals,Ghaziabad +6 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Company Culture"
P.N. International,4.0,150,Import & Export,Lucknow +7 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Bill Forge,4.2,151,Auto Components,Bangalore / Bengaluru +8 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal
Mahanadi Coalfields,4.4,150,Metals & Mining,Sambalpur +22 other locations,"Job Security, Salary & Benefits, Company Culture",
Vasant Masala,4.3,150,Retail,Ahmedabad +23 other locations,"Company Culture, Work Life Balance, Job Security",
Encotec Energy,4.1,150,Power,Noida +30 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Apparel Group UAE,3.5,149,Retail,Dubai +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
MedTourEasy,4.8,149,Internet,New Delhi +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Corbus,3.6,149,IT Services & Consulting,Noida +5 other locations,"Work Life Balance, Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal"
GXO,3.8,150,,,Work Life Balance,Promotions / Appraisal
Srijan Technologies,3.3,149,IT Services & Consulting,New Delhi +13 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
SECON Private Limited Bangalore INDIA,3.5,149,Engineering & Construction,Bangalore / Bengaluru +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Reserve Bank of India,4.7,149,Government,Mumbai +25 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Advanced Medtech Solutions,3.5,150,Medical Equipment,Vadodara +25 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Auditics Private Limited,3.9,149,Accounting & Auditing,Chennai +8 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
L&T Smart World & Communication,4.3,149,IT Services & Consulting,Chennai +30 other locations,"Job Security, Skill Development / Learning, Company Culture",
Tops Security,4.2,149,Law Enforcement & Security,Mumbai +26 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Edac Engineering,3.7,149,Engineering & Construction,Chennai +19 other locations,"Skill Development / Learning, Work Satisfaction",
Simpl,2.7,149,Internet,Bangalore / Bengaluru +2 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
UAE Exchange,4.4,149,FinTech,Kochi +39 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Barbrik Project Limited (PRA Group),3.7,149,Engineering & Construction,Raipur +20 other locations,,"Job Security, Promotions / Appraisal"
SAI Consulting Engineers,4.3,149,Engineering & Construction,Ahmedabad +33 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Continuum Managed Services,4.0,149,IT Services & Consulting,Mumbai +8 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
Export Trading group,3.5,149,IT Services & Consulting,Bangalore / Bengaluru +19 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Avinash Group,3.6,149,Real Estate,Raipur +7 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
NELCAST,3.7,149,Iron & Steel,Chennai +9 other locations,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Simpl,2.7,149,Internet,Bangalore / Bengaluru +2 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Export Trading group,3.5,149,IT Services & Consulting,Bangalore / Bengaluru +19 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
SECON Private Limited Bangalore INDIA,3.5,149,Engineering & Construction,Bangalore / Bengaluru +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Khadi Natural Healthcare,4.0,149,Fitness & Wellness,New Delhi +10 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
UAE Exchange,4.4,149,FinTech,Kochi +39 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Aurolab,3.9,149,Medical Equipment,Madurai +27 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Life Balance"
NELCAST,3.7,149,Iron & Steel,Chennai +9 other locations,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture"
MedTourEasy,4.8,149,Internet,New Delhi +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Srijan Technologies,3.3,149,IT Services & Consulting,New Delhi +13 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Reserve Bank of India,4.7,149,Government,Mumbai +25 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Corbus,3.6,149,IT Services & Consulting,Noida +5 other locations,"Work Life Balance, Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal"
Advanced Medtech Solutions,3.5,150,Medical Equipment,Vadodara +25 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
GXO,3.8,150,,,Work Life Balance,Promotions / Appraisal
Auditics Private Limited,3.9,149,Accounting & Auditing,Chennai +8 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Enterslice,3.9,148,FinTech,Noida +4 other locations,"Work Life Balance, Skill Development / Learning",
CAPLIN STERILES,2.8,149,,,,"Job Security, Company Culture, Work Life Balance"
Intec Infra-Technologies,3.9,149,,,"Salary & Benefits, Job Security, Work Life Balance",
Aptronix - Apple Premium Reseller,3.8,150,Electrical Equipment,Hyderabad / Secunderabad +18 other locations,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Mahindra Accelo,3.5,149,Iron & Steel,Pune +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Apollomedics Super Speciality Hospitals,4.2,149,Healthcare,Lucknow +5 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
Bhadra International,3.7,148,Logistics,Chennai +8 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
KLT Automotive & Tubular Products,3.5,148,Auto Components,Mumbai +15 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Him Teknoforge,3.6,148,Auto Components,Baddi +12 other locations,,"Company Culture, Work Satisfaction, Job Security"
Teletext Holidays,3.7,148,Travel & Tourism,Hyderabad / Secunderabad +4 other locations,"Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
Ceratizit,4.3,148,Industrial Machinery,Bangalore / Bengaluru +14 other locations,"Company Culture, Work Life Balance, Job Security",
West Coast Pharmaceuticals,3.1,148,Pharma,Ahmedabad +11 other locations,,"Salary & Benefits, Company Culture, Promotions / Appraisal"
Ojas Innovative Technologies,3.6,148,IT Services & Consulting,Hyderabad / Secunderabad +3 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Conserve Solution,3.8,148,Engineering & Construction,Chennai +7 other locations,Skill Development / Learning,
Takenaka,4.1,148,Architecture & Interior Design,Gurgaon / Gurugram +17 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",
Durr India,3.7,148,Industrial Automation,Chennai +7 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Shinhan Bank,3.5,148,Banking,Mumbai +9 other locations,Work Life Balance,"Skill Development / Learning, Job Security, Work Satisfaction"
Talent Corner HR Services,3.6,148,Recruitment,Mumbai +29 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
Newton School: Pay after Placement,3.4,148,Internet,Bangalore / Bengaluru +7 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Sunbeam School,4.3,148,Education & Training,Varanasi +21 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
Voith,3.9,148,Pulp & Paper,Noida +13 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Augmont Goldtech,4.6,148,,,"Company Culture, Work Life Balance, Work Satisfaction",
BlueBinaries Engineering and Solutions,2.8,148,Software Product,Bangalore / Bengaluru +5 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Diversey,4.0,148,Chemicals,Mumbai +31 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
RS Software (India) Ltd.,3.6,149,IT Services & Consulting,Kolkata +4 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Amp Motors,3.9,148,Automobile,Gurgaon / Gurugram +12 other locations,Work Life Balance,Promotions / Appraisal
Signzy Technologies,2.8,148,Software Product,Bangalore / Bengaluru +8 other locations,,"Work Satisfaction, Company Culture, Work Life Balance"
SKS Fasteners,3.3,148,Auto Components,Pune +5 other locations,,"Job Security, Company Culture, Work Life Balance"
Ccl Products,4.1,148,Food Processing,Hyderabad / Secunderabad +24 other locations,"Job Security, Company Culture, Work Life Balance",
Ameyo,3.7,148,Software Product,Gurgaon / Gurugram +7 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Cogencis Information Services,3.2,149,IT Services & Consulting,Mumbai +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Altair Engineering,3.9,148,IT Services & Consulting,Bangalore / Bengaluru +7 other locations,"Company Culture, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Major Brands,3.9,148,Retail,Mumbai +16 other locations,,"Work Satisfaction, Promotions / Appraisal"
Casepoint,3.4,149,IT Services & Consulting,Surat +5 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance"
Best Koki Automotive,3.5,148,Auto Components,Gurgaon / Gurugram +11 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Safeducate,4.3,148,Education & Training,New Delhi +31 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
HMD Global,3.6,148,Electronics Manufacturing,Gurgaon / Gurugram +40 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Skill Development / Learning"
Mindcrest,2.4,148,Legal,Pune +3 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
AKM Global,4.1,148,Accounting & Auditing,Gurgaon / Gurugram +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Central Coalfields,4.6,148,Metals & Mining,Ranchi +10 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Delval Flow Controls,4.1,148,Industrial Machinery,Pune +8 other locations,"Job Security, Company Culture, Skill Development / Learning",
CignaTTk Health Insurance,3.8,148,Insurance,Mumbai +40 other locations,,Promotions / Appraisal
Rain Cii Carbon Vizag,4.0,148,Chemicals,Visakhapatnam +4 other locations,"Job Security, Work Life Balance",
ARCHER Transnational Systems Private Limited,3.4,148,Legal,Vadodara +2 other locations,,"Work Satisfaction, Job Security, Promotions / Appraisal"
Iprogrammer Solutions,4.1,148,IT Services & Consulting,Pune +4 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",
Universal Cables,3.9,148,Building Material,Satna +14 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Cyntexa,3.4,149,IT Services & Consulting,Jaipur +2 other locations,Skill Development / Learning,"Job Security, Salary & Benefits, Work Life Balance"
Deepak Foundation,3.9,148,Non-Profit,Vadodara +30 other locations,"Work Life Balance, Work Satisfaction",Promotions / Appraisal
Urban Money,2.8,148,,,,"Job Security, Promotions / Appraisal, Work Satisfaction"
E C R Buildtech,3.9,148,,,"Skill Development / Learning, Job Security",
Paperpedia,1.9,148,EdTech,Kolkata +7 other locations,,"Job Security, Work Life Balance, Work Satisfaction"
Rich Graviss Products,4.0,148,FMCG,Pune +24 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",Promotions / Appraisal
Apollo Medskills,3.5,147,Healthcare,Hyderabad / Secunderabad +24 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Everest Group,2.9,147,Analytics & KPO,Gurgaon / Gurugram +15 other locations,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal"
Kitex Garments,3.5,147,Fashion & Textile,Kochi +16 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Batra Hospital,3.7,147,Healthcare,New Delhi +7 other locations,,"Promotions / Appraisal, Salary & Benefits"
Nelco,3.8,147,Telecom,Mumbai +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
HelpAge India,4.0,147,Non-Profit,New Delhi +53 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Salary & Benefits"
Goel Construction,3.7,147,Engineering & Construction,Jaipur +39 other locations,"Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Job Security"
Teach For India,3.9,147,Non-Profit,New Delhi +13 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
Topsel Toyota,3.9,147,Automobile,Kolkata +9 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Ashley Global Capability Center,3.9,147,Furniture & Furnishing,Chennai +6 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Tata Power Renewable Energy,3.9,147,Power,Bangalore / Bengaluru +30 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Jharkhand State Livelihood Promotion Society,3.6,147,Government,Ranchi +28 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Dr. Amin Controllers,3.8,147,Engineering & Construction,Mumbai +25 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Doms Industries,3.8,147,Other,Umbergaon +28 other locations,"Work Life Balance, Salary & Benefits","Company Culture, Promotions / Appraisal"
Chiripal Industries,3.5,147,Fashion & Textile,Ahmedabad +6 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
ATC (Assam),4.1,147,Logistics,Hosur +44 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",
ETV Bharat,4.0,149,Broadcasting,Hyderabad / Secunderabad +6 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
GKB RX Lens,4.3,147,Medical Equipment,Gurgaon / Gurugram +20 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Abryl Laboratories Manufacturing Unit,3.7,147,Pharma,Chandigarh +9 other locations,"Salary & Benefits, Promotions / Appraisal","Company Culture, Job Security"
Johnson Electric,3.6,147,Electronics Manufacturing,Chennai +7 other locations,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Raam Group,3.6,147,Automobile,Hyderabad / Secunderabad +8 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
B.P. Poddar Hospital & Medical Research,3.0,147,Healthcare,Kolkata +3 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Teach For India,3.9,147,Non-Profit,New Delhi +13 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
Tata Power Renewable Energy,3.9,147,Power,Bangalore / Bengaluru +30 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
HelpAge India,4.0,147,Non-Profit,New Delhi +53 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security, Salary & Benefits"
Batra Hospital,3.7,147,Healthcare,New Delhi +7 other locations,,"Promotions / Appraisal, Salary & Benefits"
Toll Group,4.1,147,Logistics,Pune +18 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Nelco,3.8,147,Telecom,Mumbai +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
NetCom Learning,3.4,147,EdTech,Noida +18 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
PMJ Gems & Jewellers,3.6,147,Jewellery,Hyderabad / Secunderabad +17 other locations,,"Promotions / Appraisal, Salary & Benefits"
Everest Group,2.9,147,Analytics & KPO,Gurgaon / Gurugram +15 other locations,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal"
Goel Construction,3.7,147,Engineering & Construction,Jaipur +39 other locations,"Skill Development / Learning, Salary & Benefits","Promotions / Appraisal, Job Security"
Ashley Global Capability Center,3.9,147,Furniture & Furnishing,Chennai +6 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Kitex Garments,3.5,147,Fashion & Textile,Kochi +16 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Jharkhand State Livelihood Promotion Society,3.6,147,Government,Ranchi +28 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Topsel Toyota,3.9,147,Automobile,Kolkata +9 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
India Pistons,2.8,146,Auto Components,Chennai +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Envision Enterprise Solutions,2.6,147,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
ETV Network,3.8,146,Broadcasting,Hyderabad / Secunderabad +12 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Dangote Cement,4.2,146,Building Material,Hyderabad / Secunderabad +6 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
RegisterKaro,3.2,146,,,,"Job Security, Work Life Balance, Company Culture"
Byju's Future School,3.3,146,,,,"Job Security, Promotions / Appraisal, Company Culture"
Sunil Hitech Engineers,4.5,146,Engineering & Construction,Nagpur +29 other locations,"Work Life Balance, Promotions / Appraisal","Job Security, Salary & Benefits, Company Culture"
University of Engineering and Management,4.6,146,Education & Training,Kolkata +15 other locations,"Work Life Balance, Job Security, Company Culture",
Progility Technologies,3.3,146,IT Services & Consulting,Mumbai +25 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Mobase,3.6,146,Auto Components,Noida +10 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
B.L Agro Oils,3.8,146,Food Processing,Bareilly +31 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Shakti Precision Components,3.6,146,Other,Bangalore / Bengaluru +6 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Etihad Airways,4.4,146,Aviation,Abu Dhabi +13 other locations,"Job Security, Company Culture, Work Life Balance",
Sms Integrated Facility Services,4.3,146,Facility Management Services,Mumbai +26 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Camlin Fine Sciences,3.4,146,Chemicals,Mumbai +15 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ICONMA,2.9,146,Recruitment,Hyderabad / Secunderabad +3 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
L&T Power Transmission & Distribution,4.2,146,Power,Chennai +30 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",
Kartavya Healtheon,3.8,147,Internet,Mumbai +25 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
SequelOne,3.3,146,IT Services & Consulting,Gurgaon / Gurugram +22 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Swastik Infralogics Private Limited,3.9,146,Engineering & Construction,Mumbai +22 other locations,Company Culture,Promotions / Appraisal
Wunderman Thompson,3.2,146,IT Services & Consulting,Gurgaon / Gurugram +10 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
IIMT Group of Colleges,3.5,147,Education & Training,Greater Noida +14 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Peerless Biotech,4.4,146,Medical Equipment,Chennai +23 other locations,"Skill Development / Learning, Work Satisfaction, Work Life Balance",
Reynolds,4.3,146,Other,Chennai +27 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Barco Electronic Systems,4.1,147,Consumer Electronics & Appliances,Noida +5 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Simple Logic IT,3.6,146,IT Services & Consulting,Mumbai +3 other locations,Salary & Benefits,
Saint-Gobain Weber,3.9,146,Engineering & Construction,Mumbai +31 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Bsa Corporation,3.6,146,Auto Components,Pune +26 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Creativelipi Webtech,2.9,146,IT Services & Consulting,Noida +6 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Kantar Operations,3.9,146,Analytics & KPO,Hyderabad / Secunderabad +17 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
American India Foundation,3.9,146,Non-Profit,New Delhi +38 other locations,Work Life Balance,"Job Security, Promotions / Appraisal"
Shine,2.8,146,Internet,Gurgaon / Gurugram +21 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
NPCC Engineering,3.6,146,Oil & Gas,Mumbai +12 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Company Culture, Skill Development / Learning"
SEO Discovery,4.8,146,Financial Services,Mohali +3 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Virtuoso,3.5,146,Industrial Automation,Pune +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Tim Hortons,3.2,146,,,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Ram Kripal Singh Construction,3.7,146,Engineering & Construction,Ranchi +30 other locations,,"Promotions / Appraisal, Company Culture"
Deccan iServices,3.8,146,,,"Job Security, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Envision Enterprise Solutions,2.6,147,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
India Pistons,2.8,146,Auto Components,Chennai +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
RegisterKaro,3.2,146,,,,"Job Security, Work Life Balance, Company Culture"
Nium,3.4,146,FinTech,Mumbai +11 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Virtuoso,3.5,146,Industrial Automation,Pune +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
SEO Discovery,4.8,146,Financial Services,Mohali +3 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Saint-Gobain Weber,3.9,146,Engineering & Construction,Mumbai +31 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Netcon Technologies,3.6,146,IT Services & Consulting,Chennai +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
RxLogix Corporation,2.2,146,Software Product,Noida +5 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Overnite Express,3.9,145,Logistics,New Delhi +34 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Clearwater Analytics,2.6,145,Internet,Noida +4 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,145,Accounting & Auditing,Mumbai +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Integrace Health,3.0,145,Pharma,Mumbai +27 other locations,,"Work Life Balance, Job Security, Company Culture"
The House of Abhinandan Lodha,3.1,145,Real Estate,Mumbai +6 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
SRV Media,3.3,145,Marketing & Advertising,Pune +7 other locations,,"Work Satisfaction, Work Life Balance, Promotions / Appraisal"
Sabyasachi Couture,3.7,145,Fashion & Textile,Kolkata +5 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
NASDAQ,3.5,145,Financial Services,Bangalore / Bengaluru +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Multi Commodity Exchange of India,3.3,145,Financial Services,Mumbai +9 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Million Minds Management Services,3.5,145,Recruitment,New Delhi +39 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Shilpa Biologicals,2.8,145,,,,"Job Security, Company Culture, Work Satisfaction"
Jhajharia Nirman Limited,4.2,145,,,"Company Culture, Work Life Balance, Job Security",
Prestige Estates Projects,4.5,145,Real Estate,Bangalore / Bengaluru +9 other locations,"Job Security, Company Culture, Work Life Balance",
Optimus Information,3.2,145,IT Services & Consulting,Noida +6 other locations,Skill Development / Learning,"Job Security, Promotions / Appraisal, Salary & Benefits"
Western Coalfields,4.4,145,Metals & Mining,Nagpur +18 other locations,"Job Security, Company Culture, Work Life Balance",
JConnect Infotech,3.4,145,Recruitment,Noida +7 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Katyayani Organics,4.0,145,Agriculture,Bhopal +1 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Dr D Y Patil Medical College,4.1,146,Healthcare,Pune +7 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Kanerika Software,4.2,145,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
Zuno General Insurance,4.1,145,Financial Services,Mumbai +9 other locations,"Work Life Balance, Company Culture, Job Security",
SRV Media,3.3,145,Marketing & Advertising,Pune +7 other locations,,"Work Satisfaction, Work Life Balance, Promotions / Appraisal"
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,145,Accounting & Auditing,Mumbai +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
The House of Abhinandan Lodha,3.1,145,Real Estate,Mumbai +6 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Integrace Health,3.0,145,Pharma,Mumbai +27 other locations,,"Work Life Balance, Job Security, Company Culture"
Sikka Group,3.7,145,Real Estate,New Delhi +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Allyis India,3.1,145,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
DOGUS SOMA JV,4.2,145,Engineering & Construction,Mumbai +3 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Zeco Aircon,4.1,145,Industrial Machinery,New Delhi +10 other locations,"Company Culture, Work Life Balance, Job Security",
Drake & Scull International PJSC,4.4,145,Engineering & Construction,Mumbai +15 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
