Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
758,Free Authority,Men Dragon Ball Print Beanie,₹359,₹599,(40% off),https://www.ajio.com/free-authority-men-dragon-ball-print-beanie/p/466841000_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231130/GbNV/6568bb5addf7791519a8e8dd/free_authority_multicoloured_men_dragon_ball_print_beanie.jpg
759,ALL SAINTS,Orlando Baseball Cap,"₹6,999",N/A,N/A,https://www.ajio.com/all-saints-orlando-baseball-cap/p/469754103_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250626/k0iK/685cfa792b1ad9265b6d14bb/all_saints_black_orlando_baseball_cap.jpg
760,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/702384777_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251013/M7tT/68ecda7c3d468c61ab5bc4bd/aavjo_red_men_embroidered_baseball_cap.jpg
761,BEWAKOOF,Men Embroidered Baseball Cap,₹549,"₹1,299",(58% off),https://www.ajio.com/bewakoof-men-embroidered-baseball-cap/p/702581576_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251203/RITK/69301ca98945db77cf09316a/bewakoof_grey_men_embroidered_baseball_cap.jpg
762,MATCHITT,Mens Winter Binnie with Fur Hem,₹399,N/A,N/A,https://www.ajio.com/matchitt-mens-winter-binnie-with-fur-hem/p/442260344_darkgrey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230904/Rnaq/64f5f9f8afa4cf41f5a2d692/matchitt_grey_mens_winter_binnie_with_fur_hem.jpg
763,MATCHITT,Men Printed Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-printed-baseball-cap/p/442086808_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230303/ds8x/64020edfaeb26924e3a34dfb/matchitt_olive_men_printed_baseball_cap.jpg
764,MATCHITT,Men Winter Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-winter-cap/p/442974149_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250912/HBrG/68c405d38bfb9009acfe69b0/matchitt_beige_men_winter_cap.jpg
765,MATCHITT,Men Knitted Winter Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-knitted-winter-cap/p/442974142_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250912/mKfI/68c4068d3d468c61abecc9b0/matchitt_grey_men_knitted_winter_cap.jpg
766,SUPERDRY,Embroidered Baseball Cap,"₹1,170","₹2,599",(55% off),https://www.ajio.com/superdry-embroidered-baseball-cap/p/410515779_adq?,
767,YOUSTA,Unisex Baseball Cap,₹160,₹399,(60% off),https://www.ajio.com/yousta-unisex-baseball-cap/p/442601917_olive?,
768,ARMANI EXCHANGE,Edition Baseball Cap,"₹4,199","₹6,999",(40% off),https://www.ajio.com/armani-exchange-edition-baseball-cap/p/410142351_ua328?,
769,ARMANI EXCHANGE,Men Geometrical Seersucker Cap,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-men-geometrical-seersucker-cap/p/410521358_u0009?,
770,MATCHITT,Men Baseball Cap with Brand Print,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-baseball-cap-with-brand-print/p/442086804_red?,
771,ARMANI EXCHANGE,Recycled Nylon Field Baseball Cap,"₹2,949","₹7,373",(60% off),https://www.ajio.com/armani-exchange-recycled-nylon-field-baseball-cap/p/410394941_00010?,
772,MATCHITT,Men Camo Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-camo-print-baseball-cap/p/442028442_graphite?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230215/k3LO/63ed06d0aeb26924e37425dd/matchitt_graphite_grey_men_camo_print_baseball_cap.jpg
773,ASOS DESIGN,Baseball Cap with Contrast Stitch,₹260,"₹1,299",(80% off),https://www.ajio.com/asos-design-baseball-cap-with-contrast-stitch/p/469659646_burntorange?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240926/Ov9S/66f4e4b9260f9c41e82b2ecc/asos_design_burnt_orange_baseball_cap_with_contrast_stitch.jpg
774,Bharatasya,Heathered Knitted Headwrap,₹280,₹999,(72% off),https://www.ajio.com/bharatasya-heathered-knitted-headwrap-/p/465488459_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230624/Q3fH/6496eb87a9b42d15c9ed04b8/bharatasya_black_heathered_knitted_headwrap.jpg
775,ARMANI EXCHANGE,Icon Project Cap,"₹3,687","₹7,373",(50% off),https://www.ajio.com/armani-exchange-icon-project-cap/p/410498861_37735?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241127/4POf/6747222f0f47f80c87b0b973/armani_exchange_navy_blue_icon_project_cap.jpg
776,Free Authority,Men Graphic Print Baseball Cap,₹659,"₹1,199",(45% off),https://www.ajio.com/free-authority-men-graphic-print-baseball-cap/p/466964438_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240109/OuRN/659d1eb974cb305fe00d72af/free_authority_grey_men_graphic_print_baseball_cap.jpg
777,SUPERDRY,Graphic Baseball Cap,"₹1,562","₹3,470",(55% off),https://www.ajio.com/superdry-graphic-baseball-cap/p/410409101_3kk?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231115/UHpP/6554b523afa4cf41f584c83b/superdry_pink_graphic_baseball_cap.jpg
778,Royal Enfield,Men Baseball Cap with Logo Print,₹700,N/A,N/A,https://www.ajio.com/royal-enfield-men-baseball-cap-with-logo-print/p/700994427_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241230/kRPN/6771a70a0f47f80c87295198/royal_enfield_black_men_baseball_cap_with_logo_print.jpg
779,ARMANI EXCHANGE,Men Edition Cap,"₹4,214","₹10,534",(60% off),https://www.ajio.com/armani-exchange-men-edition-cap/p/410521351_ub101?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250709/Zbtt/686e6d37e590ff066e380908/armani_exchange_black_men_edition_cap.jpg
780,Columbia,Men Typographic Print Beanie Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-typographic-print-beanie-cap/p/466973434_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/L3i3/66f40bb9f9b8ef490b66c300/columbia_blue_men_typographic_print_beanie_cap.jpg
781,Buff,Men Baseball Cap,"₹2,299",N/A,N/A,https://www.ajio.com/buff-men-baseball-cap/p/701653553_orange?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250531/m4mV/683b0ed555340d4b4f746bf3/buff_orange_men_baseball_cap.jpg
782,ARMANI EXCHANGE,MI / NY Baseball Cap,"₹4,199","₹6,999",(40% off),https://www.ajio.com/armani-exchange-mi--ny-baseball-cap/p/410533143_u8092?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250828/IhI0/68afe0683d468c61ab9dc64c/armani_exchange_grey_mi___ny_baseball_cap.jpg
783,ARMANI EXCHANGE,Edition Baseball Cap,"₹4,199","₹6,999",(40% off),https://www.ajio.com/armani-exchange-edition-baseball-cap/p/410142351_u8144?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250819/cy9t/68a470978bfb9009ac902976/armani_exchange_olive_green_edition_baseball_cap.jpg
784,ARMANI EXCHANGE,Men Icon Project Baseball Cap,"₹4,500","₹8,999",(50% off),https://www.ajio.com/armani-exchange-men-icon-project-baseball-cap/p/410521356_uc001?,
785,PERFORMAX,Mesh Baseball Cap with Velcro Closure,₹599,N/A,N/A,https://www.ajio.com/performax-mesh-baseball-cap-with-velcro-closure/p/441150134_darkgrey?,
786,ARMANI EXCHANGE,Men Icon Project Baseball Cap,"₹3,371","₹8,427",(60% off),https://www.ajio.com/armani-exchange-men-icon-project-baseball-cap/p/410521356_u6107?,
787,MAX,Unisex Embroidered Baseball Cap,₹499,N/A,N/A,https://www.ajio.com/max-unisex-embroidered-baseball-cap/p/702623218_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251215/EfGZ/694003ad720fb821d38e0934/max_brown_unisex_embroidered_baseball_cap.jpg
788,ASICS,Men Bucket Hat,"₹2,330","₹3,699",(37% off),https://www.ajio.com/asics-men-bucket-hat/p/702104483_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250811/kHtR/689a232c8bfb9009ac7a9c36/asics_black_men_bucket_hat.jpg
789,ALAMOS,Men Knitted Slouch Beanie,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-knitted-slouch-beanie/p/701784434_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250725/3yta/68828e3b3d468c61ab1e9f6d/alamos_grey_men_knitted_slouch_beanie.jpg
790,Columbia,Unisex Striped Beanie with Logo Patch,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-unisex-striped-beanie-with-logo-patch/p/701991729_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250720/wxwb/687c857e5d4cb413803f1401/columbia_brown_unisex_striped_beanie_with_logo_patch.jpg
791,Jockey,CP21 Polyester Cap with Adjustable Back Closure and StayDry Technology,₹799,N/A,N/A,https://www.ajio.com/jockey-cp21-polyester-cap-with-adjustable-back-closure-and-staydry-technology/p/465302736_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240919/Qkki/66ec1d0df9b8ef490b51ec52/jockey_red_cp21_polyester_cap_with_adjustable_back_closure_and_staydry_technology.jpg
792,DEIFIC,Men Woolen Bucket Hat,₹595,"₹1,699",(65% off),https://www.ajio.com/deific-men-woolen-bucket-hat/p/466963634_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240109/2pDR/659c5bd554c30e62769d99fc/deific_light_blue_men_woolen_bucket_hat.jpg
793,ASICS,Men Graphic Print Cap,"₹1,574","₹2,499",(37% off),https://www.ajio.com/asics-men-graphic-print-cap/p/702461969_white?,
794,ARMANI EXCHANGE,Logo Execution Baseball Cap,"₹4,799","₹7,999",(40% off),https://www.ajio.com/armani-exchange-logo-execution-baseball-cap/p/410533139_f6097?,
795,ARMANI EXCHANGE,Men Artful Camo Baseball Cap with Logo Embroidery,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-artful-camo-baseball-cap-with-logo-embroidery/p/410498858_06314?,
796,MATCHITT,Men Typographic Print Baseball Cap,"₹1,030",N/A,N/A,https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/441592966_darknavy?,
797,Cantabil,Men Embroidered Flat Cap,₹559,₹799,(30% off),https://www.ajio.com/cantabil-men-embroidered-flat-cap/p/700069004_green?,
798,Bharatasya,Men Bhcombo-130818-028-032 Pack Of 2 Textured Head Wrap Cap,₹649,"₹1,100",(41% off),https://www.ajio.com/bharatasya-men-bhcombo-130818-028-032-pack-of-2-textured-head-wrap-cap/p/463627596_black?,
799,French Accent,Striped Bucket Hat,₹736,"₹1,635",(55% off),https://www.ajio.com/french-accent-striped-bucket-hat/p/465506100_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230624/MLpt/6496f87ba9b42d15c9ee916b/french_accent_beige_striped_bucket_hat.jpg
800,Jack & Jones,Men Embroidery Hat,₹585,"₹1,299",(55% off),https://www.ajio.com/jack--jones-men-embroidery-hat/p/701065175_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250117/ySsE/678a6f420431850e0da520fe/jack_%26_jones_gray_flannel_men_embroidery_hat.jpg
801,Free Authority,Men Graphic Baseball Cap,₹585,"₹1,299",(55% off),https://www.ajio.com/free-authority-men-graphic-baseball-cap/p/700638505_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241024/VGLz/671a23da260f9c41e898e2c6/free_authority_multi_men_graphic_baseball_cap.jpg
802,GUESS,Men Textured Baseball Cap,"₹3,000","₹5,000",(40% off),https://www.ajio.com/guess-men-textured-baseball-cap/p/701173585_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250206/aadY/67a4d9552960820c496886f1/guess_black_men_textured_baseball_cap.jpg
803,Columbia,Men Western Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-western-cap-/p/701173547_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250206/ZNau/67a4d6aebc78b543a929c55f/columbia_blue_men_western_cap.jpg
804,Free Authority,Men Typographic Embroidered Baseball Cap,₹540,"₹1,199",(55% off),https://www.ajio.com/free-authority-men-typographic-embroidered-baseball-cap/p/700638509_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241024/OOuk/671a5e47f9b8ef490bdc936a/free_authority_multicoloured_men_typographic_embroidered_baseball_cap.jpg
805,Columbia,Men Baseball Cap with Stitched Details,"₹2,999",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap-with-stitched-details/p/700199279_brown?,
806,Puma,Sports Baseball Cap,₹449,₹999,(55% off),https://www.ajio.com/puma-sports-baseball-cap/p/700010245_blue?,
807,ALAMOS,Men Wool Beanie Cap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-wool-beanie-cap/p/701793646_grey?,
808,Puma,Men Western Beanie,"₹1,199","₹1,999",(40% off),https://www.ajio.com/puma-men-western-beanie/p/701901494_black?,
809,RED TAPE,Men Typographic Print Baseball Cap,₹570,"₹1,899",(70% off),https://www.ajio.com/red-tape-men-typographic-print-baseball-cap/p/702245818_green?,
810,BISON INDIA,Men Embroidered Cap,₹640,"₹1,599",(60% off),https://www.ajio.com/bison-india-men-embroidered-cap/p/702294493_red?,
811,Juxar,Men Basket Weave Snapback Cap,"₹1,299","₹2,599",(50% off),https://www.ajio.com/juxar-men-basket-weave-snapback-cap/p/702262097_black?,
812,ARMANI EXCHANGE,Jacquard Cotton Baseball Cap,"₹3,371","₹8,427",(60% off),https://www.ajio.com/armani-exchange-jacquard-cotton-baseball-cap/p/410394947_00020?,
813,French Accent,Textured Flat Cap,₹736,"₹1,635",(55% off),https://www.ajio.com/french-accent-textured-flat-cap/p/465497212_grey?,
814,Free Authority,Men Deadpool Print Baseball Cap,₹779,"₹1,199",(35% off),https://www.ajio.com/free-authority-men-deadpool-print-baseball-cap/p/701465643_multi?,
815,Being Human,Men Embroidered Baseball Cap,₹699,₹999,(30% off),https://www.ajio.com/being-human-men-embroidered-baseball-cap/p/701569224_aqua?,
816,Columbia,Men Embroidered Baseball Cap with Adjustable Strap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-embroidered-baseball-cap-with-adjustable-strap/p/701173547_black?,
817,Columbia,Men Western Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-western-cap-/p/701173478_beige?,
818,Columbia,Men Western Cap,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-western-cap-/p/701173525_navy?,
819,cazzano,Men Ribbed Beanie,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-ribbed-beanie/p/702492681_black?,
820,U.S. Polo Assn.,Men Baseball Caps,₹879,₹999,(12% off),https://www.ajio.com/u-s-polo-assn-men-baseball-caps/p/702601278_blue?,
821,ALAMOS,Men Ribbed Baseball Cap with Adjustable Strap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-ribbed-baseball-cap-with-adjustable-strap/p/701784754_green?,
822,Juxar,Men Urban Printed Snapback Cap,₹999,"₹2,599",(62% off),https://www.ajio.com/juxar-men-urban-printed-snapback-cap/p/701769925_yellow?,
823,Columbia,Unisex Knitted Reversible Beanie,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-unisex-knitted-reversible-beanie/p/701991646_blue?,
824,Columbia,Unisex Knitted Reversible Beanie,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-unisex-knitted-reversible-beanie/p/701991772_brown?,
825,MUJI,Non-Itchy Wool Brend Jersey Beanie,"₹1,990",N/A,N/A,https://www.ajio.com/muji-non-itchy-wool-brend-jersey-beanie/p/410479775_lightgr?,
826,Bharatasya,Men Patterned-Knit Beanie,₹419,₹699,(40% off),https://www.ajio.com/bharatasya-men-patterned-knit-beanie/p/466758802_yellow?,
827,Puma,Logo Print Baseball Cap with Adjustable Strap,₹999,N/A,N/A,https://www.ajio.com/puma-logo-print-baseball-cap-with-adjustable-strap-/p/466117340_red?,
828,GAP,Men Soft Knitted Donegal Beanie,₹909,"₹1,299",(30% off),https://www.ajio.com/gap-men-soft-knitted-donegal-beanie/p/442692341_red?,
829,Jack & Jones,Men Embroidered Baseball Cap,"₹1,019","₹1,199",(15% off),https://www.ajio.com/jack--jones-men-embroidered-baseball-cap/p/466627171_blue?,
830,Free Authority,Men Graphic Baseball Cap,₹585,"₹1,299",(55% off),https://www.ajio.com/free-authority-men-graphic-baseball-cap/p/700638501_multi?,
831,SUPERDRY,Classic Logo Beanie Hat,"₹1,562","₹3,470",(55% off),https://www.ajio.com/superdry-classic-logo-beanie-hat/p/410409075_1jk?,
832,Teamspirit,Front Badge 5 Panel Baseball Cap,₹341,"₹1,099",(69% off),https://www.ajio.com/teamspirit-front-badge-5-panel-baseball-cap/p/442260709_khaki?,
833,MATCHITT,Men Winter Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-winter-cap/p/442974143_brown?,
834,SUPERDRY,Classic Logo Beanie Hat,"₹1,562","₹3,470",(55% off),https://www.ajio.com/superdry-classic-logo-beanie-hat/p/410409075_1jj?,
835,FUAARK,Men Typographic Cap,₹749,"₹1,399",(46% off),https://www.ajio.com/fuaark-men-typographic-cap/p/701093144_multi?,
836,Jack & Jones,Men Embroidered Baseball Cap,₹679,₹799,(15% off),https://www.ajio.com/jack--jones-men-embroidered-baseball-cap/p/467192816_black?,
837,MATCHITT,Men Front 3D Embroidered Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-front-3d-embroidered-baseball-cap/p/442086829_navy?,
838,Puma,Brand Print Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/puma-brand-print-baseball-cap/p/469210222_black?,
839,Teamspirit,Men Printed Baseball Cap,₹341,"₹1,099",(69% off),https://www.ajio.com/teamspirit-men-printed-baseball-cap/p/442107999_navy?,
840,MATCHITT,Men Embroidered Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/441592968_charcoal?,
841,THE TIE HUB,Men Braided Hat,"₹1,688","₹3,750",(55% off),https://www.ajio.com/the-tie-hub-men-braided-hat/p/700209082_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240719/d3zK/669a99606f60443f3193b893/the_tie_hub_white_men_braided_hat.jpg
842,Decathlon,Unisex Solid Bucket Hat,"₹1,099","₹1,149",(4% off),https://www.ajio.com/decathlon-unisex-solid-bucket-hat/p/702229424_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251114/duf7/69167cbfa470c5082f90344e/decathlon_black_unisex_solid_bucket_hat.jpg
843,Decathlon,FORCLAZ - Men -Coloured Solid Anti-Uv Mountain Trekking Hat,"₹1,219","₹1,599",(24% off),https://www.ajio.com/decathlon-forclaz--men-coloured-solid-anti-uv-mountain-trekking-hat/p/702229478_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251114/bg9c/6916a23fa470c5082f9073d6/decathlon_green_forclaz_-_men_-coloured_solid_anti-uv_mountain_trekking_hat.jpg
844,Decathlon,FORCLAZ - Unisex MT500 Hiking Cap,₹549,N/A,N/A,https://www.ajio.com/decathlon-forclaz--unisex-mt500-hiking-cap/p/702229405_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/uGw6/6915d65ca470c5082f8cc532/decathlon_grey_forclaz_-_unisex_mt500_hiking_cap.jpg
845,Decathlon,FORCLAZ - Unisex Solid Sun Hat,₹949,"₹1,499",(37% off),https://www.ajio.com/decathlon-forclaz--unisex-solid-sun-hat/p/702229407_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/kWeX/69160537a470c5082f8d2563/decathlon_blue_forclaz_-_unisex_solid_sun_hat.jpg
846,Decathlon,KIPSTA - Unisex Adjustable Baseball Cap,₹679,₹699,(3% off),https://www.ajio.com/decathlon-kipsta--unisex-adjustable-baseball-cap/p/702234655_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/Otpd/6915d78f88d6d62ff8e3afb7/decathlon_blue_kipsta_-_unisex_adjustable_baseball_cap.jpg
847,Decathlon,TRIBORD - Men Cotton Sailing Hat,₹909,"₹1,299",(30% off),https://www.ajio.com/decathlon-tribord--men-cotton-sailing-hat/p/702254188_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/7GLt/6915f735a470c5082f8d1011/decathlon_green_tribord_-_men_cotton_sailing_hat.jpg
848,Decathlon,FORCLAZ - Unisex Travel 500 Trucker Cap,₹699,₹899,(22% off),https://www.ajio.com/decathlon-forclaz--unisex-travel-500-trucker-cap/p/702229451_pink?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251114/VTSA/69163990a470c5082f8fa21f/decathlon_pink_forclaz_-_unisex_travel_500_trucker_cap.jpg
849,Decathlon,SOLOGNAC - Unisex & Camoflouge Hiking Cap,₹519,₹699,(26% off),https://www.ajio.com/decathlon-solognac--unisex--camoflouge-hiking-cap/p/702229456_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/JlRv/6915d2d3a470c5082f8cbf75/decathlon_brown_solognac_-_unisex_%26_camoflouge_hiking_cap.jpg
850,Decathlon,INESIS - Men Baseball Cap,₹759,₹799,(5% off),https://www.ajio.com/decathlon-inesis--men-baseball-cap/p/702229419_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/VMyW/6915d533a470c5082f8cc3ae/decathlon_blue_inesis_-_men_baseball_cap.jpg
