Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
1076,DEIFIC,Men Kullu Tribal Cap,₹595,"₹1,699",(65% off),https://www.ajio.com/deific-men-kullu-tribal-cap/p/466973735_yellow?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240112/enrp/65a16d0574cb305fe015dc3a/deific_yellow_men_kullu_tribal_cap.jpg
1077,Gant,Brand Embroidered Baseball Cap,"₹1,825","₹3,649",(50% off),https://www.ajio.com/gant-brand-embroidered-baseball-cap/p/465768812_yellow?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230526/1INx/6470684a42f9e729d7e8466c/gant_yellow_brand_embroidered_baseball_cap.jpg
1078,WOODLAND,Panelled Baseball Cap,₹487,₹695,(30% off),https://www.ajio.com/woodland-panelled-baseball-cap/p/460539795_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/h0a/h0f/15039353258014/woodland_red_panelled_baseball_cap.jpg
1079,Bharatasya,Men Pack of 2 Knitted Head Wraps,₹555,"₹1,499",(63% off),https://www.ajio.com/bharatasya-men-pack-of-2-knitted-head-wraps/p/465656592_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230315/vTQd/641170a8aeb26924e3c12611/bharatasya_brown_%26_black_men_pack_of_2_knitted_head_wraps.jpg
1080,INFISPACE,Men Baseball Cap,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap/p/467056713_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/aVrP/65c62b7a16fd2c6e6aec23c6/infispace_black_men_baseball_cap.jpg
1081,THE BEAR HOUSE,Men Embroidery Cap,₹899,"₹1,499",(40% off),https://www.ajio.com/the-bear-house-men-embroidery-cap/p/700330027_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240827/d0YO/66cdffad6f60443f312feaeb/the_bear_house_red_men_embroidery_cap.jpg
1082,INFISPACE,Men Cotton Bucket Hat,₹700,"₹1,399",(50% off),https://www.ajio.com/infispace-men-cotton-bucket-hat/p/467056600_khaki?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/Lv9Z/65c5fe5016fd2c6e6aeb9d51/infispace_khaki_men_cotton_bucket_hat.jpg
1083,CALVADOSS,Men Ribbed Beanie,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700656241_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241028/83yy/671f5c0af9b8ef490be6b9e1/calvadoss_beige_men_ribbed_beanie.jpg
1084,CALVADOSS,Men Ribbed Beanie,₹540,"₹1,199",(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700645134_cream?,
1085,CALVADOSS,Men Ribbed Beanie,₹540,"₹1,199",(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700645142_khaki?,
1086,Bharatasya,Men Knitted Beanie Cap,₹352,₹799,(56% off),https://www.ajio.com/bharatasya-men-knitted-beanie-cap/p/466758771_beige?,
1087,Puma,Metal Cat v1 Cap,₹999,N/A,N/A,https://www.ajio.com/puma-metal-cat-v1-cap-/p/700010449_black?,
1088,DEIFIC,Kullu Patti Rounded Woolen Hat,₹595,"₹1,699",(65% off),https://www.ajio.com/deific-kullu-patti-rounded-woolen-hat/p/466963952_black?,
1089,Bharatasya,Men Knitted Beanie Cap,₹900,"₹1,999",(55% off),https://www.ajio.com/bharatasya-men-knitted-beanie-cap/p/466758811_white?,
1090,Jack & Jones,Men Embordered Baseball Cap,"₹1,127","₹1,199",(6% off),https://www.ajio.com/jack--jones-men-embordered-baseball-cap/p/702161350_maroon?,
1091,Jack & Jones,Men Embroidery Cap,"₹1,127","₹1,199",(6% off),https://www.ajio.com/jack--jones-men-embroidery-cap/p/702151180_black?,
1092,Jack & Jones,Men Baseball Cap with Typographic Patch,"₹1,127","₹1,199",(6% off),https://www.ajio.com/jack--jones-men-baseball-cap-with-typographic-patch/p/702171121_green?,
1093,ASICS,Men Graphic Print Cap,"₹1,100","₹2,499",(56% off),https://www.ajio.com/asics-men-graphic-print-cap/p/702461982_purple?,
1094,MATCHITT,Men Embroidered Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442086823_black?,
1095,ARMANI EXCHANGE,Essential Cotton Baseball Cap,"₹4,214","₹8,427",(50% off),https://www.ajio.com/armani-exchange-essential-cotton-baseball-cap/p/410475826_25573?,
1096,ARMANI EXCHANGE,Men Logo Embossed Baseball Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-logo-embossed-baseball-cap/p/410498859_00035?,
1097,MATCHITT,Men Baseball Cap with Embroidery,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-baseball-cap-with-embroidery/p/441592967_navy?,
1098,Columbia,Men Self-Design Beanie,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-self-design-beanie/p/702116244_blue?,
1099,ARMANI EXCHANGE,Men Logo Quilted Baseball Cap,"₹4,214","₹8,427",(50% off),https://www.ajio.com/armani-exchange-men-logo-quilted-baseball-cap/p/410498857_00035?,
1100,ARMANI EXCHANGE,Shiny and Embossed Logo Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-shiny-and-embossed-logo-cap/p/410475823_92335?,
1101,ARMANI EXCHANGE,Men Logo Embossed Baseball Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-logo-embossed-baseball-cap/p/410498860_31734?,
1102,ARMANI EXCHANGE,Men Logo Embossed Baseball Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-logo-embossed-baseball-cap/p/410498860_00035?,
1103,ARMANI EXCHANGE,Eagle Logo Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-eagle-logo-cap/p/410475821_62636?,
1104,ARMANI EXCHANGE,Men Logo Quilted Baseball Cap,"₹4,214","₹8,427",(50% off),https://www.ajio.com/armani-exchange-men-logo-quilted-baseball-cap/p/410498857_32840?,
1105,Reebok,Men Baseball Cap,₹899,"₹1,499",(40% off),https://www.ajio.com/reebok-men-baseball-cap/p/467045652_black?,
1106,Altheory by AZORTE,New York Embroidered Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/altheory-by-azorte-new-york-embroidered-baseball-cap/p/442938966_black?,
1107,MATCHITT,Men Embroidered Baseball Cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442271477_ltgrey?,
1108,MATCHITT,Men Typographic Print Cotton Baseball Cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-typographic-print-cotton-baseball-cap/p/442271489_darknavy?,
1109,Aashirwad Crafts,Woolen Winter Beanie,₹405,₹899,(55% off),https://www.ajio.com/aashirwad-crafts-woolen-winter-beanie-/p/701440995_maroon?,
1110,BISON INDIA,Men Regular Fit Cap,₹479,₹799,(40% off),https://www.ajio.com/bison-india-men-regular-fit-cap/p/701307362_blue?,
1111,THE BEAR HOUSE,Ribbed Cotton Bucket Hat,"₹1,499",N/A,N/A,https://www.ajio.com/the-bear-house-ribbed-cotton-bucket-hat/p/700109770_blue?,
1112,FUAARK,Men Typographic Print Baseball Cap,₹749,"₹1,399",(46% off),https://www.ajio.com/fuaark-men-typographic-print-baseball-cap/p/701093144_black?,
1113,Hummel,Men Logo Embroidered Baseball Cap,₹455,"₹1,299",(65% off),https://www.ajio.com/hummel-men-logo-embroidered-baseball-cap-/p/700247930_black?,
1114,THE TIE HUB,Men Embroidered Baseball Cap with Adjustable Strap,"₹1,574","₹5,247",(70% off),https://www.ajio.com/the-tie-hub-men-embroidered-baseball-cap-with-adjustable-strap/p/701867701_multi?,
1115,THE TIE HUB,Men Colourblock Baseball Cap,₹734,"₹2,447",(70% off),https://www.ajio.com/the-tie-hub-men-colourblock-baseball-cap/p/701867705_multi?,
1116,SEAHORSE,Decorative/Art Deco Cap,"₹1,199","₹1,498",(20% off),https://www.ajio.com/seahorse-decorative-art-deco-cap/p/701895508_blue?,
1117,INFISPACE,Men Camouflage Print Cotton Bucket Hat,₹700,"₹1,399",(50% off),https://www.ajio.com/infispace-men-camouflage-print-cotton-bucket-hat/p/467056685_olive?,
1118,Byford by Pantaloons,Men Houndstooth Flat Cap,₹559,₹699,(20% off),https://www.ajio.com/byford-by-pantaloons-men-houndstooth-flat-cap/p/702327996_multi?,
1119,SNITCH,Men Applique Cotton Baseball Cap,"₹1,199",N/A,N/A,https://www.ajio.com/snitch-men-applique-cotton-baseball-cap/p/702529140_blue?,
1120,ALAMOS,Men Baseball Cap with Adjustable Back,₹750,"₹1,499",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-back/p/701801951_multi?,
1121,ALAMOS,Unisex Self-design Beanies,₹500,₹999,(50% off),https://www.ajio.com/alamos-unisex-self-design-beanies/p/701793646_multi?,
1122,ALAMOS,Men Baseball Cap with Adjustable Strap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-strap/p/701784754_maroon?,
1123,INFISPACE,Men Camouflage Print Bucket Hat,₹700,"₹1,399",(50% off),https://www.ajio.com/infispace-men-camouflage-print-bucket-hat/p/467056565_seagreen?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/uK0v/65c5fe0916fd2c6e6aeb9529/infispace_sea_green_men_camouflage_print_bucket_hat.jpg
1124,Bharatasya,Ribbed Beanie,₹294,₹699,(58% off),https://www.ajio.com/bharatasya-ribbed-beanie/p/461733882_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230602/esTU/647955c2d55b7d0c633b9226/bharatasya_grey_ribbed_beanie.jpg
1125,MATCHITT,Men Embroidered Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/441759668_orange?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221201/ldxy/6388c177aeb269659cc76022/matchitt_orange_men_embroidered_baseball_cap.jpg
1126,ASICS,Men Baseball Cap,"₹1,385","₹2,199",(37% off),https://www.ajio.com/asics-men-baseball-cap/p/702104480_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250811/093K/689a224b3d468c61ab63e4c0/asics_black_men_baseball_cap.jpg
1127,MATCHITT,Men Typographic Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/441759659_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221130/yVrj/63877955f997ddfdbdace9a1/matchitt_navy_blue_men_typographic_print_baseball_cap.jpg
1128,French Accent,Denim Round Shape Hat,₹795,"₹2,338",(66% off),https://www.ajio.com/french-accent-denim-round-shape-hat-/p/464912406_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230623/ASZ9/64953f1fd55b7d0c63b6983a/french_accent_blue_denim_round_shape_hat.jpg
1129,U.S. Polo Assn.,Men Brand Embroidered Baseball Cap,₹999,N/A,N/A,https://www.ajio.com/u-s-polo-assn-men-brand-embroidered-baseball-cap/p/469430055_darkpink?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230105/9v1E/63b6eee9aeb269659c2978c6/u.s._polo_assn._pink_men_brand_embroidered_baseball_cap.jpg
1130,Reebok,Brand Print Baseball Cap,₹899,"₹1,499",(40% off),https://www.ajio.com/reebok-brand-print-baseball-cap/p/467286824_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240430/ZmQM/66301e6d16fd2c6e6adc653e/reebok_navy_blue_brand_print_baseball_cap.jpg
1131,BALENZIA,Batman Embroidered Snapback Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-batman-embroidered-snapback-cap/p/465887126_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250826/0tYI/68ade16e3d468c61ab9cf956/balenzia_black_batman_embroidered_snapback_cap.jpg
1132,Stellers,Embroidered Logo Baseball Cap,₹391,"₹1,699",(77% off),https://www.ajio.com/stellers--embroidered-logo-baseball-cap/p/463791075_orange?,
1133,WOODLAND,Men Brand Embroidered Baseball Cap,₹995,N/A,N/A,https://www.ajio.com/woodland-men-brand-embroidered-baseball-cap/p/469160870_blue?,
1134,Stellers,Men Embroidered Logo Baseball Cap,₹391,"₹1,699",(77% off),https://www.ajio.com/stellers-men-embroidered-logo-baseball-cap/p/463791089_orange?,
1135,THE TIE HUB,Men Belated Fedora Hat with Upturned Brim,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-men-belated-fedora-hat-with-upturned-brim/p/466465637_black?,
1136,Hummel,Men Logo Embroidered Baseball Cap,₹455,"₹1,299",(65% off),https://www.ajio.com/hummel-men-logo-embroidered-baseball-cap-/p/700247929_navy?,
1137,Puma,Downtown Embroidered Graphic 180 Cap,₹810,"₹1,799",(55% off),https://www.ajio.com/puma-downtown-embroidered-graphic-180-cap/p/700188869_orange?,
1138,ARMANI EXCHANGE,Men Organic Cotton Cloche Hat,"₹3,792","₹9,480",(60% off),https://www.ajio.com/armani-exchange-men-organic-cotton-cloche-hat/p/410369044_00010?,
1139,Decathlon,KIPRUN - Men Self Design Baseball Cap,₹839,₹999,(16% off),https://www.ajio.com/decathlon-kiprun--men-self-design-baseball-cap/p/702229401_purple?,
1140,Decathlon,SOLOGNAC - Men Camouflage Print Baseball Cap,₹529,₹699,(24% off),https://www.ajio.com/decathlon-solognac--men-camouflage-print-baseball-cap/p/702496343_khaki?,
1141,MATCHITT,Men Printed Visor Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-printed-visor-cap/p/442028428_black?,
1142,Youth Robe,Men Cotton Cap,₹320,₹999,(68% off),https://www.ajio.com/youth-robe-men-cotton-cap/p/700797405_red?,
1143,Aadikart,Unisex Beanie cap,₹300,₹599,(50% off),https://www.ajio.com/aadikart-unisex-beanie-cap/p/700917413_brown?,
1144,Aadikart,Men Wool Beanie,₹500,₹999,(50% off),https://www.ajio.com/aadikart-men-wool-beanie/p/701028047_beige?,
1145,cazzano,Men Woolen Beanie,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-woolen-beanie/p/701026667_grey?,
1146,cazzano,Men Wool Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-wool-beanie/p/701027444_beige?,
1147,cazzano,Men Woolen Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-woolen-beanie/p/701026690_yellow?,
1148,Aadikart,Men Nylon Beanie,₹300,₹599,(50% off),https://www.ajio.com/aadikart-men-nylon-beanie/p/700926253_black?,
1149,Buff,Men Printed Head Wrap Cap,"₹1,299",N/A,N/A,https://www.ajio.com/buff-men-printed-head-wrap-cap/p/701195633_black?,
1150,EA7 Emporio Armani,Baseball Cap with Embroidered Logo,"₹7,350","₹10,500",(30% off),https://www.ajio.com/ea7-emporio-armani-baseball-cap-with-embroidered-logo/p/410534815_f7009?,
1151,Buff,Unisex Beanie cap,"₹1,699",N/A,N/A,https://www.ajio.com/buff-unisex-beanie-cap/p/700917629_blue?,
1152,Buff,Unisex Beanie cap,"₹2,499",N/A,N/A,https://www.ajio.com/buff-unisex-beanie-cap/p/700918049_grey?,
1153,Buff,Colourblock Beanie Cap with Logo Accent,"₹2,199",N/A,N/A,https://www.ajio.com/buff-colourblock-beanie-cap-with-logo-accent/p/700930550_grey?,
1154,cazzano,Men Wool Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-wool-beanie/p/701027460_beige?,
1155,cazzano,Men Wool Beanie,₹320,₹799,(60% off),https://www.ajio.com/cazzano-men-wool-beanie/p/701027510_purple?,
1156,Aadikart,Camouflage Baseball Army Cap,₹300,₹599,(50% off),https://www.ajio.com/aadikart-camouflage-baseball-army-cap/p/700924917_multi?,
1157,Buff,Men Reversible Knitted Beanie,"₹1,999",N/A,N/A,https://www.ajio.com/buff-men-reversible-knitted-beanie/p/700930495_blue?,
1158,Buff,Men Striped Beanie Cap,"₹1,699",N/A,N/A,https://www.ajio.com/buff-men-striped-beanie-cap/p/700932781_yellow?,
1159,CALVADOSS,Men Ribbed Beanie,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700657150_mustard?,
1160,CALVADOSS,Men Ribbed Beanie,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700656251_beige?,
1161,Columbia,Men Embroidered Baseball Cap with Adjustable Strap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-embroidered-baseball-cap-with-adjustable-strap/p/700433109_black?,
1162,Buff,Logo Print Beanie Cap,"₹1,699",N/A,N/A,https://www.ajio.com/buff-logo-print-beanie-cap/p/700930549_black?,
1163,CALVADOSS,Men Ribbed Beanie,₹540,"₹1,199",(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700656269_grey?,
1164,Columbia,Men Baseball Cap with Stitched Details,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap-with-stitched-details/p/700199263_brown?,
1165,Youth Robe,Men Regular Fit Cap,₹320,₹999,(68% off),https://www.ajio.com/youth-robe-men-regular-fit-cap/p/700797405_pink?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241124/sBgA/67436e60c148fa1b30e51ced/youth_robe_pink_men_regular_fit__cap.jpg
1166,Columbia,Men Baseball Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap/p/700199263_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250116/hjja/67890d5b0431850e0da0df6f/columbia_navy_men_baseball_cap.jpg
1167,Columbia,Men Colourblock Hat,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-colourblock-hat/p/700367380_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/q21Z/66f40f9ff9b8ef490b672a70/columbia_grey_men_colourblock_hat.jpg
1168,Youth Robe,Men Wool Flat Cap,"₹1,039","₹1,999",(48% off),https://www.ajio.com/youth-robe-men-wool-flat-cap/p/700899937_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241210/xqQi/6757d6d7c148fa1b30293260/youth_robe_black_men_wool_flat_cap.jpg
1169,Buff,Unisex Beanie cap,"₹1,999",N/A,N/A,https://www.ajio.com/buff-unisex-beanie-cap/p/700917642_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241213/dXFn/675c234bc148fa1b3036a74c/buff_blue_unisex_beanie_cap.jpg
1170,CONVERSE,Unisex Tipoff Baseball Cap,"₹1,359","₹1,699",(20% off),https://www.ajio.com/converse-unisex-tipoff-baseball-cap/p/700427953_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240916/4lAI/66e760966f60443f317dc35f/converse_red_unisex_tipoff_baseball_cap.jpg
1171,CALVADOSS,Men Ribbed Beanie,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700656234_blue?,
1172,CALVADOSS,Men Ribbed Beanie,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie/p/700656293_cream?,
1173,THE BEAR HOUSE,Ribbed Cotton Bucket Hat,"₹1,499",N/A,N/A,https://www.ajio.com/the-bear-house-ribbed-cotton-bucket-hat/p/700109772_mustard?,
1174,THE BEAR HOUSE,Cozy Sherpa Bucket Hat,"₹1,499",N/A,N/A,https://www.ajio.com/the-bear-house-cozy-sherpa-bucket-hat/p/700155500_cream?,
1175,Aadikart,Men Cable-Knit Beanie & Gloves Set,₹350,₹699,(50% off),https://www.ajio.com/aadikart-men-cable-knit-beanie--gloves-set/p/700923414_brown?,
1176,Aadikart,Men Wool Beanie,₹400,₹799,(50% off),https://www.ajio.com/aadikart-men-wool-beanie/p/700926239_red?,
1177,Buff,Men Logo Print Baseball Cap,"₹3,299",N/A,N/A,https://www.ajio.com/buff-men-logo-print-baseball-cap/p/700930510_blue?,
1178,ALAMOS,Men Embroidered Baseball Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-embroidered-baseball-cap-/p/702019936_navy?,
1179,ALAMOS,Men Cotton Self-Design Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-cotton-self-design-cap/p/702015690_red?,
1180,ALAMOS,Men Knitted Woven Beanie,₹700,"₹1,399",(50% off),https://www.ajio.com/alamos-men-knitted-woven-beanie-/p/702022000_grey?,
1181,ALAMOS,Men Wool Beanies,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-wool-beanies/p/702019946_brown?,
1182,Columbia,Unisex Bucket Hat with Stitched Detail,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-unisex-bucket-hat-with-stitched-detail/p/701991683_teal?,
1183,ALAMOS,Men Pack of 2 Knitted Slouch Beanies,₹750,"₹1,499",(50% off),https://www.ajio.com/alamos-men-pack-of-2-knitted-slouch-beanies/p/702020772_multi?,
1184,ALAMOS,Men Baseball Cap with Adjustable Back,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-back/p/702021880_maroon?,
1185,SEAHORSE,Men Embroidered Baseball Cap,₹999,"₹1,427",(30% off),https://www.ajio.com/seahorse-men-embroidered-baseball-cap/p/701895499_black?,
1186,ALAMOS,Men Baseball Cap with Stitch Detail,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-stitch-detail/p/702053649_multi?,
1187,Royal Enfield,Men Baseball Cap with Patch,₹720,₹900,(20% off),https://www.ajio.com/royal-enfield-men-baseball-cap-with-patch/p/702087554_white?,
1188,Jack & Jones,Men Cotton Applique Cap,₹799,N/A,N/A,https://www.ajio.com/jack--jones-men-cotton-applique-cap/p/702151256_orange?,
1189,BALENZIA,Men Embroidery Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-men-embroidery-cap/p/701564634_black?,
1190,Being Human,Men Embroidered Bucket Hat,₹839,"₹1,199",(30% off),https://www.ajio.com/being-human-men-embroidered-bucket-hat/p/701569229_olive?,
1191,H&M,Men Bucket Hat,"₹1,299",N/A,N/A,https://www.ajio.com/h-m-men-bucket-hat/p/701568381_black?,
1192,ALAMOS,Men Baseball Cap,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-baseball-cap/p/701793631_black?,
1193,ALAMOS,Men Baseball Cap with Adjustable Back,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-back/p/701800891_black?,
1194,Aadishwar Creations,Men Flat Cap,₹300,₹599,(50% off),https://www.ajio.com/aadishwar-creations-men-flat-cap/p/701869922_black?,
1195,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701977728_grey?,
1196,ARMANI EXCHANGE,Bucket Hat with Logo Print,"₹4,214","₹10,534",(60% off),https://www.ajio.com/armani-exchange-bucket-hat-with-logo-print/p/410369046_08251?,
1197,Bharatasya,Wool Knitted Headwrap,₹330,₹999,(67% off),https://www.ajio.com/bharatasya-wool-knitted-headwrap/p/465488409_blue?,
1198,Bharatasya,Cable Knit Woolen Beanie Cap,₹350,₹999,(65% off),https://www.ajio.com/bharatasya-cable-knit-woolen-beanie-cap/p/465493989_brown?,
1199,GAS,Washed Cotton Baseball Cap,"₹2,999","₹3,999",(25% off),https://www.ajio.com/gas-washed-cotton-baseball-cap/p/410517923_3873?,
1200,Teamspirit,Text Embroidered Baseball Cap,₹499,N/A,N/A,https://www.ajio.com/teamspirit-text-embroidered-baseball-cap/p/441150197_darknavy?,
1201,Jack & Jones,Men Typographic Baseball Cap,"₹1,124","₹1,499",(25% off),https://www.ajio.com/jack--jones-men-typographic-baseball-cap/p/701159849_black?,
1202,Buff,Men Printed Head Wrap Cap,"₹1,199",N/A,N/A,https://www.ajio.com/buff-men-printed-head-wrap-cap/p/701501259_black?,
1203,Cantabil,Men Embroidered Baseball Cap,₹559,₹799,(30% off),https://www.ajio.com/cantabil-men-embroidered-baseball-cap/p/701497922_navy?,
1204,BALENZIA,Men Embroidery Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-men-embroidery-cap/p/701564779_white?,
1205,Jack & Jones,Men Abstract Baseball Cap,"₹1,221","₹1,299",(6% off),https://www.ajio.com/jack--jones-men-abstract-baseball-cap/p/701685307_grey?,
1206,Gant,Men Baseball Cap,"₹2,299",N/A,N/A,https://www.ajio.com/gant-men-baseball-cap/p/701021627_pink?,
1207,Aadikart,Woven Beanie with Neck Warmer & Hand Gloves Set,₹405,₹899,(55% off),https://www.ajio.com/aadikart-woven-beanie-with-neck-warmer--hand-gloves-set/p/700924846_blue?,
1208,Buff,Solid Beanie,"₹1,999",N/A,N/A,https://www.ajio.com/buff-solid-beanie/p/700930501_black?,
1209,Navkar Crafts,Men Self-Design Beanie,₹300,₹599,(50% off),https://www.ajio.com/navkar-crafts-men-self-design-beanie/p/700961246_blue?,
1210,Buff,Men Logo Print Beanie Cap,"₹1,699",N/A,N/A,https://www.ajio.com/buff-men-logo-print-beanie-cap/p/700932775_blue?,
1211,Buff,Men Heathered Beanie,"₹1,999",N/A,N/A,https://www.ajio.com/buff-men-heathered-beanie/p/700917642_red?,
1212,Buff,Unisex Beanie cap,"₹1,699",N/A,N/A,https://www.ajio.com/buff-unisex-beanie-cap/p/700917613_blue?,
1213,Columbia,Men Typographic Print Adjustable Snapback Cap,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-typographic-print-adjustable-snapback-cap/p/701173541_teal?,
1214,Columbia,Men Western Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-western-cap-/p/701173478_navy?,
1215,ALAMOS,Men Baseball Cap,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-baseball-cap/p/701796191_white?,
1216,ALAMOS,Men Knitted Beanie with Logo Patch,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-knitted-beanie-with-logo-patch/p/701784779_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250620/AVS3/685548ae55340d4b4fc835e9/alamos_blue_men_knitted_beanie_with_logo_patch.jpg
1217,UNITED COLORS OF BENETTON,Typographic Embroidered Baseball Cap,"₹1,599",N/A,N/A,https://www.ajio.com/united-colors-of-benetton-typographic-embroidered-baseball-cap/p/460694128_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20200901/FGaO/5f4d473ff997dd6918b17b10/united_colors_of_benetton_maroon_typographic_embroidered_baseball_cap.jpg
1218,BALENZIA,Superman Embroidered Baseball Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-superman-embroidered-baseball-cap/p/465887117_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250826/ClZP/68ade1753d468c61ab9cf9c3/balenzia_black_superman_embroidered_baseball_cap.jpg
1219,Cultsport,Baseball Cap with Velcro Fattening,₹629,₹899,(30% off),https://www.ajio.com/cultsport-baseball-cap-with-velcro-fattening-/p/465978954_black?,
1220,THE TIE HUB,Embellished Wool Felt Floppy Fedora Hat,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-embellished-wool-felt-floppy-fedora-hat/p/466369531_black?,
1221,Bharatasya,Men Bhcombo-130818-038-040 Textured Beanies Caps,₹594,"₹1,100",(46% off),https://www.ajio.com/bharatasya-men-bhcombo-130818-038-040-textured-beanies-caps/p/463652724_blue?,
1222,INFISPACE,Men Baseball Cap,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap/p/467056713_pink?,
1223,INFISPACE,Men Baseball Cap,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap/p/467056713_lime?,
1224,THE TIE HUB,Checked Wool Flat Cap,"₹1,688","₹3,750",(55% off),https://www.ajio.com/the-tie-hub-checked-wool-flat-cap/p/463618987_grey?,
